,IDpol,Year,Damage,Fire,Other,Theft,TPL,Windscreen
19528,90158180.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19529,90158183.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19530,90158183.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19531,90158185.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19532,90158185.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19533,90158187.102a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19534,90158189.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19535,90158189.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19536,90158190.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19537,90158190.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19538,90158213.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19539,90158213.100d,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19540,90158216.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19541,90158216.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19542,90158219.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19543,90158219.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19544,90158228.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19545,90158228.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19546,90158236.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19547,90158236.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19548,90158244.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19549,90158257.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19550,90158257.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19551,90158265.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19552,90158265.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19553,90158265.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19554,90158298.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19555,90158298.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19556,90158298.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19557,90158317.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19558,90158317.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19559,90158317.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19560,90158346.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19561,90158346.101b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19562,90158346.101c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19563,90158350.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19564,90158350.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19565,90158350.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19566,90158352.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19567,90158352.101b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19568,90158355.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19569,90158364.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19570,90158364.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19571,90158364.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19572,90158367.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19573,90158368.102a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19574,90158372.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19575,90158375.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19576,90158375.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19577,90158378.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19578,90158382.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19579,90158383.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19580,90158383.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19581,90158387.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19582,90158392.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19583,90158405.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19584,90158405.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19585,90158409.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19586,90158417.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19587,90158417.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19588,90158430.102a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19589,90158431.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19590,90158431.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19591,90158434.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19592,90158434.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19593,90158442.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19594,90158442.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19595,90158442.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19596,90158465.101b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19597,90158469.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19598,90158469.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19599,90158470.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19600,90158470.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19601,90158479.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19602,90158479.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19603,90158484.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19604,90158489.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19605,90158489.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19606,90158489.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19607,90158491.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19608,90158491.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19609,90158495.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19610,90158495.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19611,90158504.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19612,90158504.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19613,90158517.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19614,90158517.101b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19615,90158521.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19616,90158521.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19617,90158522.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19618,90158529.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19619,90158531.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19620,90158531.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19621,90158532.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19622,90158537.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19623,90158537.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19624,90158547.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19625,90158547.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19626,90158549.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19627,90158549.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19628,90158549.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19629,90158554.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19630,90158554.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19631,90158578.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19632,90158585.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19633,90158586.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19634,90158586.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19635,90158590.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19636,90158590.101b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19637,90158600.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19638,90158600.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19639,90158600.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19640,90158615.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19641,90158642.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19642,90158642.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19643,90158643.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19644,90158752.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19645,90158752.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19646,90158753.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19647,90158755.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19648,90158755.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19649,90158757.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19650,90158757.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19651,90158759.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19652,90158759.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19653,90158763.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19654,90158763.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19655,90158763.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19656,90158763.100d,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19657,90158769.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19658,90158769.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19659,90158771.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19660,90158771.101b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19661,90158778.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19662,90158778.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19663,90158778.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19664,90158778.101b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19665,90158781.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19666,90158784.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19667,90158786.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19668,90158786.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19669,90158787.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19670,90158787.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19671,90158788.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19672,90158788.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19673,90158793.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19674,90158799.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19675,90158801.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19676,90158801.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19677,90158801.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19678,90158801.101b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19679,90158802.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19680,90158804.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19681,90158804.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19682,90158813.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19683,90158819.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19684,90158820.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19685,90158821.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19686,90158823.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19687,90158829.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19688,90158829.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19689,90158831.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19690,90158831.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19691,90158832.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19692,90158832.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19693,90158832.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19694,90158832.100d,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19695,90158833.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19696,90158835.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19697,90158837.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19698,90158840.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19699,90158844.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19700,90158844.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19701,90158844.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19702,90158844.101b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19703,90158846.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19704,90158846.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19705,90158846.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19706,90158846.100d,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19707,90158846.100e,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19708,90158852.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19709,90158854.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19710,90158867.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19711,90158867.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19712,90158900.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19713,90158905.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19714,90158905.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19715,90158905.101b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19716,90158912.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19717,90158936.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19718,90158938.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19719,90158938.101b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19720,90158951.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19721,90158951.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19722,90158952.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19723,90158952.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19724,90158952.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19725,90158954.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19726,90158955.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19727,90158961.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19728,90158961.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19729,90158965.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19730,90158965.101b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19731,90158970.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19732,90158970.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19733,90158971.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19734,90158971.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19735,90158971.101b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19736,90158974.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19737,90158974.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19738,90158991.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19739,90158994.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19740,90159001.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19741,90159019.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19742,90159020.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19743,90159021.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19744,90159022.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19745,90159022.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19746,90159023.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19747,90159023.101b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19748,90159027.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19749,90159027.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19750,90159027.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19751,90159045.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19752,90159045.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19753,90159045.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19754,90159045.101b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19755,90159045.101d,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19756,90159048.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19757,90159048.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19758,90159049.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19759,90159051.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19760,90159061.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19761,90159062.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19762,90159069.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19763,90159069.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19764,90159069.101b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19765,90159076.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19766,90159076.101b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19767,90159098.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19768,90159108.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19769,90159108.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19770,90159111.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19771,90159111.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19772,90159111.101b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19773,90159111.101c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19774,90159127.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19775,90159131.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19776,90159135.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19777,90159145.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19778,90159148.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19779,90159149.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19780,90159149.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19781,90159164.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19782,90159164.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19783,90159164.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19784,90159170.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19785,90159179.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19786,90159179.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19787,90159179.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19788,90159183.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19789,90159183.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19790,90159185.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19791,90159185.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19792,90159187.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19793,90159189.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19794,90159189.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19795,90159190.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19796,90159192.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19797,90159192.102a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19798,90159192.101b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19799,90159196.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19800,90159196.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19801,90159201.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19802,90159211.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19803,90159239.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19804,90159240.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19805,90159240.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19806,90159240.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19807,90159243.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19808,90159243.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19809,90159243.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19810,90159259.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19811,90159259.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19812,90159259.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19813,90159261.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19814,90159279.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19815,90159288.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19816,90159289.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19817,90159301.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19818,90159301.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19819,90159306.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19820,90159306.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19821,90159309.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19822,90159316.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19823,90159320.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19824,90159321.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19825,90159323.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19826,90159327.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19827,90159327.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19828,90159327.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19829,90159341.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19830,90159341.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19831,90159341.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19832,90159341.100d,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19833,90159353.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19834,90159361.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19835,90159361.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19836,90159362.101b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19837,90159363.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19838,90159363.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19839,90159364.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19840,90159364.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19841,90159364.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19842,90159377.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19843,90159377.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19844,90159385.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19845,90159385.101b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19846,90159401.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19847,90159402.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19848,90159416.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19849,90159425.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19850,90159425.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19851,90159454.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19852,90159454.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19853,90159460.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19854,90159460.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19855,90159464.102a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19856,90159471.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19857,90159471.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19858,90159484.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19859,90159485.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19860,90159485.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19861,90159488.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19862,90159488.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19863,90159489.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19864,90159489.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19865,90159489.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19866,90159494.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19867,90159494.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19868,90159495.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19869,90159495.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19870,90159497.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19871,90159497.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19872,90159521.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19873,90159521.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19874,90159533.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19875,90159541.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19876,90159541.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19877,90159541.101a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19878,90159541.101b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19879,90159541.101c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19880,90159541.102a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19881,90159544.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19882,90159544.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19883,90159547.100a,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19884,90159547.100b,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
19885,90159547.100c,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
