,IDpol,OccurDate,Payment,IDclaim,Guarantee
2655,90177866.100a,2003-07-20,145,201824,Windscreen
2656,90180064.100a,2003-07-20,242,202322,Windscreen
2657,90190097.100b,2003-07-20,897,207532,TPL
2658,1002160.100b,2003-07-21,1425,201815,Damage
2659,90110456.101a,2003-07-21,1268,202023,Damage
2660,90111161.101a,2003-07-21,897,202230,TPL
2661,90126700.100a,2003-07-21,168,201917,TPL
2662,90132130.100a,2003-07-21,116,202765,Windscreen
2663,90148239.100a,2003-07-21,113,202523,Windscreen
2664,90149288.100a,2003-07-21,56,201925,TPL
2665,90151874.100a,2003-07-21,66,203017,Windscreen
2666,90157897.100b,2003-07-21,248,201784,TPL
2667,90161643.100a,2003-07-21,804,201765,Theft
2668,90165952.100a,2003-07-21,569,203969,TPL
2669,90167434.100a,2003-07-21,610,202106,TPL
2670,90167903.101a,2003-07-21,897,202379,TPL
2671,90172048.100a,2003-07-21,77,203143,Windscreen
2672,90176478.100a,2003-07-21,668,202079,Damage
2673,90182178.100a,2003-07-21,581,201748,Theft
2674,90185828.101a,2003-07-21,236,201766,TPL
2675,80100017.10d,2003-07-22,302,201795,Windscreen
2676,80100062.10a,2003-07-22,203,202203,Windscreen
2677,90105240.101a,2003-07-22,897,202199,TPL
2678,90132198.101a,2003-07-22,264,203039,Windscreen
2679,90144625.100a,2003-07-22,348,202767,Windscreen
2680,90148167.100a,2003-07-22,300,202518,Windscreen
2681,90168840.100a,2003-07-22,2063,202070,Theft
2682,90171938.100a,2003-07-22,235,202794,Windscreen
2683,90178230.100a,2003-07-22,427,205662,Windscreen
2684,90125171.102a,2003-07-23,1147,201858,Damage
2685,90128969.101a,2003-07-23,487,202078,TPL
2686,90135364.100a,2003-07-23,377,202780,Windscreen
2687,90145055.100a,2003-07-23,479,202802,Windscreen
2688,90148156.100b,2003-07-23,250,202938,Windscreen
2689,90149911.100a,2003-07-23,168,202755,Windscreen
2690,90176047.100a,2003-07-23,135,202150,Windscreen
2691,90194796.101b,2003-07-23,257,202105,Windscreen
2692,1005600.101a,2003-07-24,776,201866,Windscreen
2693,10100078.101a,2003-07-24,897,202396,TPL
2694,90108658.101b,2003-07-24,282,202066,TPL
2695,90151250.100a,2003-07-24,1596,202033,Theft
2696,90154327.100a,2003-07-24,497,202186,TPL
2697,90157102.100a,2003-07-24,438,201994,Theft
2698,90157313.100c,2003-07-24,203,202227,TPL
2699,90158059.100b,2003-07-24,911,202075,TPL
2700,90166774.100a,2003-07-24,382,203246,Windscreen
2701,90180913.100a,2003-07-24,1188,202051,TPL
2702,90161334.101a,2003-07-25,651,202305,TPL
2703,90182157.102a,2003-07-25,102,202334,Other
2704,1001874.100a,2003-07-26,1063,202046,TPL
2705,186.102b,2003-07-26,15400,201797,Damage
2706,90103709.10a,2003-07-26,368,202081,Windscreen
2707,90139476.100a,2003-07-26,232,202416,Windscreen
2708,90144630.100a,2003-07-26,871,202159,Theft
2709,90148176.100a,2003-07-26,215,202213,TPL
2710,90151345.100b,2003-07-26,324,202226,Windscreen
2711,90153147.101a,2003-07-26,897,201997,TPL
2712,90157468.100a,2003-07-26,317,202276,TPL
2713,90184764.101a,2003-07-26,701,202354,TPL
2714,90111450.102a,2003-07-27,274,202821,Windscreen
2715,90116052.101a,2003-07-27,253,202368,TPL
2716,90125557.100a,2003-07-27,239,202252,Windscreen
2717,90128820.100a,2003-07-27,62,202094,TPL
2718,90129378.100b,2003-07-27,99,202387,Fire
2719,90135141.100a,2003-07-27,360,202386,Windscreen
2720,90139476.100a,2003-07-27,897,202097,TPL
2721,90144865.104b,2003-07-27,0,202378,Other
2722,90144865.104b,2003-07-27,695,202769,Windscreen
2723,90146532.101a,2003-07-27,576,202407,TPL
2724,90146704.101a,2003-07-27,88,202156,Other
2725,90147771.100a,2003-07-27,533,203096,Windscreen
2726,90151919.100a,2003-07-27,47,202571,Windscreen
2727,90152612.100a,2003-07-27,150,203608,Windscreen
2728,90153414.100b,2003-07-27,280,202241,Windscreen
2729,90154137.101a,2003-07-27,897,202056,TPL
2730,90160023.100a,2003-07-27,0,202289,Other
2731,90160032.100a,2003-07-27,271,202764,Windscreen
2732,90165714.100a,2003-07-27,207,202629,Windscreen
2733,90178114.100c,2003-07-27,1121,202245,TPL
2734,90180604.100a,2003-07-27,177,202761,Windscreen
2735,90191915.100a,2003-07-27,834,202173,Theft
2736,10200129.101c,2003-07-28,204,202262,TPL
2737,60100130.10a,2003-07-28,438,202162,Theft
2738,90113441.102a,2003-07-28,240,202196,Windscreen
2739,90133005.100a,2003-07-28,143,202167,TPL
2740,90147474.100a,2003-07-28,52,202856,TPL
2741,90149587.100a,2003-07-28,464,202217,TPL
2742,90149724.101a,2003-07-28,360,202234,TPL
2743,90158213.100a,2003-07-28,415,202291,Windscreen
2744,90189079.100b,2003-07-28,244,202283,Other
2745,90193154.100a,2003-07-28,654,202318,TPL
2746,1002330.100a,2003-07-29,107,202268,Windscreen
2747,70100204.101b,2003-07-29,761,202460,Damage
2748,90103631.100a,2003-07-29,132,202534,Windscreen
2749,90105374.101a,2003-07-29,75,202336,TPL
2750,90105522.101a,2003-07-29,0,202090,TPL
2751,90109144.10a,2003-07-29,250,202431,Windscreen
2752,90126004.101a,2003-07-29,12,202237,TPL
2753,90128092.100a,2003-07-29,136,202443,Windscreen
2754,90131527.100a,2003-07-29,3886,202129,TPL
2755,90132271.100b,2003-07-29,897,202315,TPL
2756,90134976.100a,2003-07-29,77,202551,TPL
2757,90137599.100a,2003-07-29,614,202138,Theft
2758,90146563.100a,2003-07-29,497,202116,TPL
2759,90147731.101a,2003-07-29,420,202643,Windscreen
2760,90151485.100a,2003-07-29,354,202423,TPL
2761,90158095.101a,2003-07-29,556,202665,TPL
2762,90165334.100a,2003-07-29,396,203857,Windscreen
2763,90182476.100a,2003-07-29,437,202568,Windscreen
2764,90190388.100a,2003-07-29,289,202775,Windscreen
2765,90194848.100a,2003-07-29,283,202157,TPL
2766,40100153.101a,2003-07-30,242,202566,Windscreen
2767,60200030.10b,2003-07-30,530,202248,Other
2768,70207520.102b,2003-07-30,495,202633,Windscreen
2769,80100089.101a,2003-07-30,351,202579,TPL
2770,90101247.102a,2003-07-30,289,203682,Windscreen
2771,90110859.100a,2003-07-30,180,203140,Windscreen
2772,90131705.100a,2003-07-30,427,202198,Damage
2773,90131962.100a,2003-07-30,1039,202459,TPL
2774,90147878.100b,2003-07-30,222,202810,Windscreen
2775,90148369.100a,2003-07-30,667,203230,Damage
2776,90154113.100b,2003-07-30,185,202402,Windscreen
2777,90156448.100b,2003-07-30,0,202184,Theft
2778,90160607.101a,2003-07-30,380,202200,TPL
2779,90166479.100a,2003-07-30,5409,202332,Theft
2780,90194504.100a,2003-07-30,4123,202390,TPL
2781,1002792.100b,2003-07-31,418,202126,TPL
2782,90101633.10b,2003-07-31,13140,202433,TPL
2783,90111244.10a,2003-07-31,526,202688,Other
2784,90125067.101b,2003-07-31,637,202521,TPL
2785,90128818.101a,2003-07-31,0,202959,Damage
2786,90134129.100a,2003-07-31,432,202455,TPL
2787,90134866.101e,2003-07-31,287,202256,Windscreen
2788,90134866.101e,2003-07-31,414,202857,Windscreen
2789,90146275.100a,2003-07-31,553,202577,TPL
2790,90176084.100c,2003-07-31,1401,202848,TPL
2791,90181884.101c,2003-07-31,1752,202488,Damage
2792,90183943.101a,2003-07-31,330,203319,Windscreen
2793,90187046.100a,2003-07-31,229,202636,Windscreen
2794,90191998.100a,2003-07-31,323,202435,TPL
2795,1005338.100b,2003-08-01,465,202312,Windscreen
2796,90108572.101b,2003-08-01,0,202572,TPL
2797,90108672.101a,2003-08-01,897,202364,TPL
2798,90145178.100a,2003-08-01,324,203136,Windscreen
2799,90146200.100a,2003-08-01,143,204621,Windscreen
2800,90151478.100a,2003-08-01,1345,202538,TPL
2801,90159926.101a,2003-08-01,488,202576,TPL
2802,90169056.100a,2003-08-01,0,202461,Other
2803,90177932.100a,2003-08-01,243,203703,Windscreen
2804,90179985.100a,2003-08-01,465,202469,Damage
2805,90194862.100a,2003-08-01,234,203094,Windscreen
2806,90109478.100a,2003-08-02,0,202477,Other
2807,90113048.101b,2003-08-02,250,203333,Windscreen
2808,90117997.101b,2003-08-02,206,202553,Windscreen
2809,90122248.101a,2003-08-02,897,202454,TPL
2810,90123575.101a,2003-08-02,6170,202330,Damage
2811,90130924.100a,2003-08-02,97,202623,Windscreen
2812,90131459.100b,2003-08-02,1395,202471,Theft
2813,90133967.100a,2003-08-02,292,202504,Windscreen
2814,90139014.100a,2003-08-02,393,202517,Damage
2815,90140096.100a,2003-08-02,312,202408,Windscreen
2816,90144826.101a,2003-08-02,4903,202485,TPL
2817,90146378.100c,2003-08-02,456,202811,Damage
2818,90149404.100a,2003-08-02,1992,202464,TPL
2819,90157777.100b,2003-08-02,274,202754,TPL
2820,90171287.100a,2003-08-02,1760,202567,Theft
2821,90189991.100a,2003-08-02,71,202660,TPL
2822,90111238.10b,2003-08-03,266,203182,Windscreen
2823,90131993.100b,2003-08-03,107,202509,Windscreen
2824,90139320.100c,2003-08-03,3159,202363,Damage
2825,90147537.100a,2003-08-03,476,202388,Windscreen
2826,90152541.103a,2003-08-03,266,202816,Windscreen
2827,90155728.101a,2003-08-03,701,203236,Damage
2828,90156044.100b,2003-08-03,153,202384,TPL
2829,90171875.100a,2003-08-03,0,202605,TPL
2830,90172778.100b,2003-08-03,3418,202279,TPL
2831,90173902.100c,2003-08-03,249,202211,TPL
2832,50200079.102a,2003-08-04,254,203384,Windscreen
2833,90105442.10a,2003-08-04,673,204025,TPL
2834,90124894.101a,2003-08-04,342,203707,Windscreen
2835,90159926.100b,2003-08-04,85,202611,Windscreen
2836,90163339.102a,2003-08-04,81,203619,Windscreen
2837,90168260.100a,2003-08-04,197,202744,Windscreen
2838,90179132.100a,2003-08-04,588,202618,TPL
2839,4.10a,2003-08-05,4594,202910,Damage
2840,90108240.101b,2003-08-05,150,202559,TPL
2841,90109639.101a,2003-08-05,711,202604,Damage
2842,90125760.101b,2003-08-05,1452,202398,TPL
2843,90126712.100b,2003-08-05,897,202645,TPL
2844,90127096.102a,2003-08-05,288,202450,Windscreen
2845,90148234.101a,2003-08-05,750,202586,TPL
2846,90152150.100b,2003-08-05,51,202647,TPL
2847,90158484.100b,2003-08-05,632,202913,TPL
2848,90162994.100a,2003-08-05,59,202528,TPL
2849,90164615.100a,2003-08-05,85,202639,Windscreen
2850,90167933.100c,2003-08-05,308,202641,Windscreen
2851,90171790.101a,2003-08-05,605,203331,Windscreen
2852,90184955.100a,2003-08-05,308,202615,Windscreen
2853,90185961.100a,2003-08-05,190,202542,Windscreen
2854,90187953.100a,2003-08-05,273,202497,TPL
2855,90190076.100a,2003-08-05,411,203040,Windscreen
2856,90191768.100a,2003-08-05,748,202525,Theft
2857,90130897.100a,2003-08-06,897,203052,TPL
2858,90134032.100a,2003-08-06,241,202552,Windscreen
2859,90134598.100b,2003-08-06,279,203671,Windscreen
2860,90147723.100d,2003-08-06,4565,202904,Theft
2861,90152221.100b,2003-08-06,897,203028,TPL
2862,90173057.101a,2003-08-06,323,204961,Windscreen
2863,90176212.100a,2003-08-06,1285,202828,Damage
2864,90176293.101a,2003-08-06,561,202826,TPL
2865,90180201.100a,2003-08-06,1015,203487,TPL
2866,90181870.100b,2003-08-06,724,203180,Windscreen
2867,90182774.101a,2003-08-06,107,202934,Windscreen
2868,90187344.100b,2003-08-06,0,202875,TPL
2869,90190826.100a,2003-08-06,325,202503,Damage
2870,1005320.100a,2003-08-07,897,202476,TPL
2871,60200013.10a,2003-08-07,90,202609,Windscreen
2872,90126974.101a,2003-08-07,715,202632,Damage
2873,90134403.100c,2003-08-07,354,202507,Theft
2874,90149971.101a,2003-08-07,897,202972,TPL
2875,90154207.100a,2003-08-07,97,202522,TPL
2876,90154562.100a,2003-08-07,310,202626,Windscreen
2877,90168286.100a,2003-08-07,614,202718,Damage
2878,90176295.100b,2003-08-07,436,202858,TPL
2879,90176330.100a,2003-08-07,897,203018,TPL
2880,90180794.100b,2003-08-07,554,202709,TPL
2881,90184021.100a,2003-08-07,606,202734,Theft
2882,90190072.100a,2003-08-07,374,203147,TPL
2883,90130931.100a,2003-08-08,0,203104,Windscreen
2884,90134929.102a,2003-08-08,253,203016,Windscreen
2885,90148370.100b,2003-08-08,556,203757,Theft
2886,90160620.100a,2003-08-08,2634,202472,TPL
2887,90164481.100b,2003-08-08,85,202721,TPL
2888,90172664.100a,2003-08-08,68,202713,TPL
2889,90179470.100a,2003-08-08,367,202661,Windscreen
2890,90184070.100b,2003-08-08,251,202961,TPL
2891,90104309.100a,2003-08-09,175,204043,Windscreen
2892,90106201.100a,2003-08-09,544,202742,Windscreen
2893,90107853.101a,2003-08-09,2,202749,Theft
2894,90116469.101b,2003-08-09,712,202658,TPL
2895,90128589.100b,2003-08-09,174,205102,Windscreen
2896,90131622.100b,2003-08-09,163,202915,TPL
2897,90134005.100a,2003-08-09,1082,202865,TPL
2898,90147974.101a,2003-08-09,569,202748,TPL
2899,90153970.100b,2003-08-09,216,203401,Windscreen
2900,90156717.100b,2003-08-09,609,203621,Windscreen
2901,90159667.101a,2003-08-09,182,203925,Windscreen
2902,90174542.100c,2003-08-09,897,202930,TPL
2903,90182035.100a,2003-08-09,304,203366,Windscreen
2904,90189966.100c,2003-08-09,343,203175,Windscreen
2905,1007633.100a,2003-08-10,12,202732,TPL
2906,70200925.10a,2003-08-10,20901,202841,TPL
2907,90106062.101a,2003-08-10,897,202916,TPL
2908,90120964.100a,2003-08-10,698,202585,TPL
2909,90128708.101c,2003-08-10,911,202922,TPL
2910,90138204.100a,2003-08-10,770,202719,Windscreen
2911,90140054.100b,2003-08-10,83,202578,Damage
2912,90146849.101a,2003-08-10,230,203394,Windscreen
2913,90153141.100a,2003-08-10,165,202697,Damage
2914,90154080.100b,2003-08-10,619,203022,TPL
2915,90161611.100a,2003-08-10,676,203851,Theft
2916,90185269.100c,2003-08-10,209,204075,TPL
2917,90186200.100a,2003-08-10,181,202486,TPL
2918,90104689.101a,2003-08-11,307,203917,Windscreen
2919,90126123.102a,2003-08-11,86,203367,Windscreen
2920,90135360.100b,2003-08-11,571,202746,Windscreen
2921,90145185.100a,2003-08-11,152,203353,Windscreen
2922,90145741.100a,2003-08-11,513,203574,Windscreen
2923,90151370.100a,2003-08-11,441,202741,Windscreen
2924,90155211.100b,2003-08-11,380,204062,Windscreen
2925,90157963.100b,2003-08-11,281,203223,TPL
2926,90158962.100a,2003-08-11,2626,203212,Theft
2927,90174235.100a,2003-08-11,73,202846,Damage
2928,90175965.101b,2003-08-11,233,202891,Windscreen
2929,90179690.101a,2003-08-11,799,202677,TPL
2930,90105374.101a,2003-08-12,388,202840,Windscreen
2931,90109178.101a,2003-08-12,330,203051,Windscreen
2932,90110896.101a,2003-08-12,750,202743,TPL
2933,90128181.101b,2003-08-12,1207,202948,TPL
2934,90132870.100d,2003-08-12,897,202958,TPL
2935,90168490.101b,2003-08-12,189,203031,Windscreen
2936,90179519.100a,2003-08-12,0,202689,TPL
2937,90179839.100a,2003-08-12,66,202739,TPL
2938,90185511.100b,2003-08-12,410,203261,Windscreen
2939,90190190.101a,2003-08-12,897,203014,TPL
2940,10100159.101a,2003-08-13,2326,204017,Damage
2941,90110968.100a,2003-08-13,446,203635,Windscreen
2942,90112433.101a,2003-08-13,412,203057,TPL
2943,90119269.100a,2003-08-13,696,202852,TPL
2944,90121649.102b,2003-08-13,2312,202939,TPL
2945,90131440.101a,2003-08-13,1412,202902,Damage
2946,90132963.101a,2003-08-13,615,203833,Windscreen
2947,90134055.100b,2003-08-13,598,203395,Windscreen
2948,90149617.100b,2003-08-13,214,203254,Windscreen
2949,90157711.100a,2003-08-13,643,202892,TPL
2950,90160159.100b,2003-08-13,897,203443,TPL
2951,90167817.101a,2003-08-13,253,203310,Windscreen
2952,90168449.100a,2003-08-13,510,203105,Theft
2953,90170374.100a,2003-08-13,897,203138,TPL
2954,90172474.101d,2003-08-13,358,204509,Windscreen
2955,90182043.100b,2003-08-13,1237,203237,Damage
2956,90193259.100b,2003-08-13,649,203087,TPL
2957,50100028.100b,2003-08-14,1494,202853,TPL
2958,90103431.10a,2003-08-14,398,202831,TPL
2959,90104196.10b,2003-08-14,1755,202795,Damage
2960,90105007.101a,2003-08-14,11,202977,TPL
2961,90106906.10a,2003-08-14,304,203381,Windscreen
2962,90111453.10a,2003-08-14,498,202864,Damage
2963,90127112.101a,2003-08-14,603,203080,Windscreen
2964,90139836.100a,2003-08-14,897,203074,TPL
2965,90152326.100c,2003-08-14,1842,203145,Theft
2966,90160059.103a,2003-08-14,56,203388,Windscreen
2967,90169847.100a,2003-08-14,126,202952,Windscreen
2968,90180489.100a,2003-08-14,893,204144,Damage
2969,80100008.102a,2003-08-15,2704,202921,Other
2970,90103543.10c,2003-08-15,182108,204766,TPL
2971,90107971.101a,2003-08-15,336,203070,TPL
2972,90124682.101b,2003-08-15,232,203067,Theft
2973,90129390.101a,2003-08-15,0,202996,Other
2974,90133534.100a,2003-08-15,127,208974,TPL
2975,90144813.100c,2003-08-15,483,203044,TPL
2976,90146679.100c,2003-08-15,346,202993,TPL
2977,90104683.101a,2003-08-16,279,202951,Windscreen
2978,90111488.101a,2003-08-16,336,202872,Windscreen
2979,90146503.100a,2003-08-16,313,202974,TPL
2980,90163015.100a,2003-08-16,102,203440,Windscreen
2981,90163193.100a,2003-08-16,205,203056,Windscreen
2982,90168920.100a,2003-08-16,204,203061,Windscreen
2983,90120966.101b,2003-08-17,1794,203142,TPL
2984,90146669.100a,2003-08-17,236,203248,TPL
2985,90148476.100a,2003-08-17,189,202965,TPL
2986,90159323.100b,2003-08-17,329,203668,Windscreen
2987,90182275.100a,2003-08-17,8052,203241,Damage
2988,1003241.100c,2003-08-18,11207,203173,Damage
2989,90103795.101b,2003-08-18,92,202999,TPL
2990,90104979.102a,2003-08-18,216,203627,Windscreen
2991,90109134.10a,2003-08-18,94,203839,Windscreen
2992,90126960.100a,2003-08-18,80,203620,Windscreen
2993,90151400.100a,2003-08-18,443,203121,Other
2994,90152464.100b,2003-08-18,588,203438,Windscreen
2995,90173156.100a,2003-08-18,1103,203084,TPL
2996,90182504.100a,2003-08-18,17,203110,TPL
2997,90189996.100a,2003-08-18,179,203681,Windscreen
2998,266.101a,2003-08-19,336,203239,Windscreen
2999,70100061.102a,2003-08-19,5828,203005,TPL
3000,90100728.10a,2003-08-19,100,203826,Windscreen
3001,90119058.101b,2003-08-19,56,203835,Windscreen
3002,90133457.100a,2003-08-19,230,204102,Windscreen
3003,90133582.100a,2003-08-19,187,203191,TPL
3004,90147009.100a,2003-08-19,216,203622,Windscreen
3005,90148772.100a,2003-08-19,167,203370,TPL
3006,90149601.100b,2003-08-19,351,203219,Damage
3007,90152639.100a,2003-08-19,1318,203226,TPL
3008,90168169.100a,2003-08-19,726,203088,Theft
3009,90175758.100a,2003-08-19,259,203409,Windscreen
3010,90175920.100a,2003-08-19,0,203336,Windscreen
3011,90179575.100a,2003-08-19,550,203262,TPL
3012,90116048.101b,2003-08-20,168,203006,TPL
3013,90133830.100b,2003-08-20,279,203165,TPL
3014,90139459.100a,2003-08-20,427,203221,TPL
3015,90147883.100a,2003-08-20,756,203193,TPL
3016,90156544.101b,2003-08-20,1999,203368,TPL
3017,90157490.100b,2003-08-20,791,203268,TPL
3018,90173104.100b,2003-08-20,429,203279,TPL
3019,90176212.100a,2003-08-20,497,203412,TPL
3020,90129252.100c,2003-08-21,876,203588,Damage
3021,90134761.102a,2003-08-21,4198,203281,Theft
3022,90152956.101b,2003-08-21,572,203853,Other
3023,90162988.100b,2003-08-21,568,203468,TPL
3024,90182790.100a,2003-08-21,205,203166,Windscreen
3025,90190763.100a,2003-08-21,1890,203785,TPL
3026,90193912.100a,2003-08-21,816,203199,Theft
3027,1005283.100a,2003-08-22,897,203870,TPL
3028,90126712.100a,2003-08-22,841,203345,TPL
3029,90128697.100a,2003-08-22,279,203231,Windscreen
3030,90134628.100a,2003-08-22,1121,203494,TPL
3031,90134929.101a,2003-08-22,537,203240,Damage
3032,90172501.100a,2003-08-22,981,203519,TPL
3033,90183973.100a,2003-08-22,181,205789,TPL
3034,90194235.100a,2003-08-22,313,204095,Windscreen
3035,60100124.100a,2003-08-23,193,203431,Windscreen
3036,90104390.101a,2003-08-23,595,203869,Theft
3037,90117973.101a,2003-08-23,219,203249,Windscreen
3038,90119246.101a,2003-08-23,316,203203,TPL
3039,90128405.101b,2003-08-23,1124,203162,TPL
3040,90132710.100d,2003-08-23,339,203836,Windscreen
3041,90140643.100a,2003-08-23,1598,203675,TPL
3042,90144902.101c,2003-08-23,201,203858,Windscreen
3043,90147435.100a,2003-08-23,215,203327,TPL
3044,90148849.101a,2003-08-23,620,205977,TPL
3045,90152084.100a,2003-08-23,897,203463,TPL
3046,90190296.100a,2003-08-23,429,203144,TPL
3047,90116081.101a,2003-08-24,414,203512,Windscreen
3048,90128700.102a,2003-08-24,284,203252,Windscreen
3049,90131364.101b,2003-08-24,897,203410,TPL
3050,90133115.100a,2003-08-24,142,203146,TPL
3051,90133791.100a,2003-08-24,147,203320,Windscreen
3052,90138471.100a,2003-08-24,70,203687,TPL
3053,90139317.100a,2003-08-24,420,203885,TPL
3054,90147630.101a,2003-08-24,389,203499,TPL
3055,90147704.100a,2003-08-24,159,203631,Windscreen
3056,90151799.100b,2003-08-24,322,203645,Windscreen
3057,90152464.101a,2003-08-24,340,203023,Windscreen
3058,90179417.100a,2003-08-24,362,203829,TPL
3059,90191338.100a,2003-08-24,359,203616,Windscreen
3060,90103606.10a,2003-08-25,89,203930,Windscreen
3061,90104695.101a,2003-08-25,22,203452,Theft
3062,90104704.101c,2003-08-25,413,203358,Windscreen
3063,90108665.100b,2003-08-25,244,203918,Windscreen
3064,90110868.101a,2003-08-25,2684,203451,TPL
3065,90123956.101b,2003-08-25,1121,203755,TPL
3066,90124577.102b,2003-08-25,247,203927,Windscreen
3067,90127085.100a,2003-08-25,658,203453,TPL
3068,90148438.100c,2003-08-25,1799,204067,TPL
3069,90149362.100c,2003-08-25,876,203462,Other
3070,90151652.100a,2003-08-25,91,203456,TPL
3071,90154625.100a,2003-08-25,0,205803,Other
3072,90155625.100b,2003-08-25,1962,203685,Fire
3073,90156523.100a,2003-08-25,897,204175,TPL
3074,90160255.100a,2003-08-25,1611,203421,Damage
